Folio,Line,Tokens_Count,Z_mean_index,Z_max_index,Thold_sec,Clock_Hz,Coherence_C_Star,Status
f51v,2267,3,10.2874,19.7924,4.6249,0.0416,0.7119,UNSTABLE
f52r,2270,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f52r,2276,9,10.9274,32.3966,7.1267,0.0416,0.6024,UNSTABLE
f52r,2277,7,10.2219,21.3563,5.0223,0.0416,0.6872,UNSTABLE
f52r,2278,6,16.9582,35.5245,5.0357,0.0416,0.4864,UNSTABLE
f52r,2279,7,10.8955,21.3563,4.7118,0.0416,0.7061,UNSTABLE
f52r,2280,7,11.142,22.8817,4.9367,0.0416,0.4922,UNSTABLE
f52r,2281,7,11.2859,28.9905,6.1748,0.0416,0.6336,UNSTABLE
f52r,2282,8,16.3977,34.56,5.0664,0.0416,0.6847,UNSTABLE
f52r,2283,8,7.4367,14.3451,4.6369,0.0416,0.711,UNSTABLE
f52v,2286,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f52v,2291,6,10.3338,19.7358,4.591,0.0416,0.5142,UNSTABLE
f52v,2292,8,6.6454,16.3394,5.9105,0.0416,0.444,UNSTABLE
f52v,2293,7,7.5545,10.1434,3.2276,0.0416,0.6469,UNSTABLE
f52v,2294,7,8.2013,13.6426,3.9987,0.0416,0.5607,UNSTABLE
f52v,2295,4,14.7938,23.0424,3.7442,0.0416,0.5852,UNSTABLE
f52v,2296,4,11.1572,19.44,4.1884,0.0416,0.5444,UNSTABLE
f52v,2298,4,6.2274,10.8,4.1689,0.0416,0.746,UNSTABLE
f52v,2299,5,6.7865,18.491,6.5497,0.0416,0.6202,UNSTABLE
f52v,2300,5,11.1074,32.3927,7.0104,0.0416,0.6057,UNSTABLE
f52v,2301,5,9.489,16.1312,4.0865,0.0416,0.7529,UNSTABLE
f52v,2302,5,8.3518,21.5728,6.2092,0.0416,0.6323,UNSTABLE
f52v,2303,4,10.0212,12.96,3.1088,0.0416,0.6639,UNSTABLE
f52v,2304,4,12.5465,19.3557,3.7085,0.0416,0.5889,UNSTABLE
f52v,2305,3,8.8809,16.1938,4.3833,0.0416,0.529,UNSTABLE
f53r,2308,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f53r,2314,2,15.8573,26.4,4.002,0.0416,0.3604,UNSTABLE
f53r,2315,4,6.9609,15.812,5.4605,0.0416,0.4641,UNSTABLE
f53r,2316,3,10.6272,16.8,3.8001,0.0416,0.5795,UNSTABLE
f53r,2317,4,7.0739,10.5414,3.5822,0.0416,0.6026,UNSTABLE
f53r,2318,8,13.8293,46.9845,8.167,0.0416,0.5766,UNSTABLE
f53r,2319,8,10.7237,43.8522,9.8299,0.0416,0.5467,UNSTABLE
f53r,2320,8,13.6682,40.1662,7.0641,0.0416,0.6042,UNSTABLE
f53r,2321,8,10.0818,24.3623,5.8088,0.0416,0.4483,UNSTABLE
f53r,2322,7,8.4196,19.2207,5.4876,0.0416,0.6628,UNSTABLE
f53v,2325,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f53v,2330,6,13.1481,18.4856,3.3797,0.0416,0.8268,UNSTABLE
f53v,2331,8,7.2214,11.4376,3.8073,0.0416,0.7788,UNSTABLE
f53v,2332,7,7.51,13.0415,4.1744,0.0416,0.5455,UNSTABLE
f53v,2333,5,14.7925,25.92,4.2121,0.0416,0.7424,UNSTABLE
f53v,2334,6,8.0224,12.4425,3.7283,0.0416,0.7869,UNSTABLE
f53v,2335,5,9.8498,14.3968,3.5135,0.0416,0.6105,UNSTABLE
f53v,2336,6,10.8913,27.1895,6.0011,0.0416,0.4403,UNSTABLE
f53v,2337,6,9.6812,14.22,3.5308,0.0416,0.4085,UNSTABLE
f53v,2338,6,9.7074,15.1053,3.7405,0.0416,0.5856,UNSTABLE
f53v,2339,3,10.4409,14.5256,3.3443,0.0416,0.6313,UNSTABLE
f53v,2340,5,7.4376,12.1356,3.9222,0.0416,0.5677,UNSTABLE
f53v,2341,4,10.6206,19.6504,4.4476,0.0416,0.5243,UNSTABLE
f53v,2342,2,10.9718,15.9436,3.4931,0.0416,0.8129,UNSTABLE
f54r,2345,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f54r,2351,5,17.2923,37.7915,5.2535,0.0416,0.4745,UNSTABLE
f54r,2352,5,18.8042,64.7855,8.2819,0.0416,0.3742,UNSTABLE
f54r,2353,9,7.9986,19.2486,5.7849,0.0416,0.4493,UNSTABLE
f54r,2354,5,16.7904,46.8086,6.7015,0.0416,0.4152,UNSTABLE
f54r,2355,4,12.0123,25.2993,5.0628,0.0416,0.4849,UNSTABLE
f54r,2357,8,10.1783,20.882,4.9318,0.0416,0.4925,UNSTABLE
f54r,2358,11,6.6293,16.9914,6.1612,0.0416,0.4341,UNSTABLE
f54r,2359,8,8.9166,19.1268,5.1564,0.0416,0.4797,UNSTABLE
f54r,2360,10,6.2366,16.1824,6.2374,0.0416,0.6312,UNSTABLE
f54r,2361,10,8.129,28.006,8.2817,0.0416,0.3742,UNSTABLE
f54r,2362,11,5.6252,13.5684,5.7982,0.0416,0.6487,UNSTABLE
f54r,2363,7,7.6266,28.9835,9.1354,0.0416,0.3579,UNSTABLE
f54v,2366,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f54v,2372,9,10.8908,21.5977,4.7671,0.0416,0.7026,UNSTABLE
f54v,2373,8,7.733,21.9261,6.8158,0.0416,0.6116,UNSTABLE
f54v,2374,7,8.5338,12.2036,3.4376,0.0416,0.6196,UNSTABLE
f54v,2375,6,9.7628,19.3274,4.7589,0.0416,0.7031,UNSTABLE
f54v,2376,7,7.7599,17.8543,5.5308,0.0416,0.6608,UNSTABLE
f54v,2377,5,12.9596,22.6749,4.2059,0.0416,0.5429,UNSTABLE
f54v,2378,6,9.8463,24.1684,5.9004,0.0416,0.6444,UNSTABLE
f54v,2379,5,11.641,18.8197,3.8863,0.0416,0.7711,UNSTABLE
f54v,2380,5,13.3743,21.844,3.9262,0.0416,0.5674,UNSTABLE
f54v,2381,6,9.7899,17.7623,4.3614,0.0416,0.7307,UNSTABLE
f54v,2382,3,12.2082,17.4307,3.4322,0.0416,0.8202,UNSTABLE
f54v,2383,4,5.0789,8.7845,4.1577,0.0416,0.5469,UNSTABLE
f54v,2384,3,9.8721,11.6205,2.8296,0.0416,0.7097,UNSTABLE
f54v,2385,4,6.3709,8.932,3.3702,0.0416,0.628,UNSTABLE
f54v,2386,5,6.9569,13.8692,4.7923,0.0416,0.501,UNSTABLE
f54v,2387,3,9.1496,17.9931,4.7272,0.0416,0.7051,UNSTABLE
f55r,2390,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f55r,2395,9,10.1521,20.6645,4.893,0.0416,0.6948,UNSTABLE
f55r,2396,12,6.0478,15.4234,6.1304,0.0416,0.6353,UNSTABLE
f55r,2397,11,8.0942,16.6824,4.9544,0.0416,0.6911,UNSTABLE
f55r,2398,10,5.5635,15.0522,6.5037,0.0416,0.6218,UNSTABLE
f55r,2399,10,8.705,23.3383,6.4448,0.0416,0.4238,UNSTABLE
f55r,2400,6,8.6197,13.4269,3.7445,0.0416,0.5852,UNSTABLE
f55r,2402,7,13.6546,22.6046,3.9795,0.0416,0.7624,UNSTABLE
f55r,2403,8,9.7716,19.9316,4.9032,0.0416,0.6942,UNSTABLE
f55r,2404,11,5.8828,12.8401,5.2468,0.0416,0.6749,UNSTABLE
f55r,2405,11,7.402,19.7483,6.4134,0.0416,0.6249,UNSTABLE
f55r,2406,9,9.5411,25.3628,6.3901,0.0416,0.6257,UNSTABLE
f55r,2407,10,8.1044,19.1663,5.6849,0.0416,0.6537,UNSTABLE
f55r,2408,6,8.5152,18.0912,5.1072,0.0416,0.6824,UNSTABLE
f55v,2411,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f55v,2417,4,11.2381,15.812,3.3822,0.0416,0.6264,UNSTABLE
f55v,2418,5,19.9237,48.5891,5.8624,0.0416,0.446,UNSTABLE
f55v,2419,7,9.4966,20.6311,5.2223,0.0416,0.6762,UNSTABLE
f55v,2420,6,12.8042,19.197,3.604,0.0416,0.8002,UNSTABLE
f55v,2421,7,7.4943,15.12,4.8499,0.0416,0.6974,UNSTABLE
f55v,2422,5,8.0991,15.6029,4.631,0.0416,0.7114,UNSTABLE
f55v,2425,9,10.0996,21.5977,5.1405,0.0416,0.6806,UNSTABLE
f55v,2426,7,19.3367,67.8137,8.4303,0.0416,0.5711,UNSTABLE
f55v,2427,8,10.102,18.7938,4.4721,0.0416,0.7225,UNSTABLE
f55v,2428,10,9.0226,38.3327,10.2128,0.0416,0.5412,UNSTABLE
f55v,2429,8,8.1178,12.9554,3.8363,0.0416,0.576,UNSTABLE
f55v,2430,8,7.9538,14.0955,4.26,0.0416,0.7386,UNSTABLE
f56r,2433,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f56r,2440,8,9.4165,15.7959,4.0324,0.0416,0.5577,UNSTABLE
f56r,2441,7,9.3577,11.5925,2.9779,0.0416,0.6843,UNSTABLE
f56r,2442,7,10.4246,19.3753,4.4678,0.0416,0.7228,UNSTABLE
f56r,2443,5,12.2264,28.7936,5.6611,0.0416,0.4548,UNSTABLE
f56r,2444,4,6.3932,12.2983,4.6242,0.0416,0.7119,UNSTABLE
f56r,2445,6,5.8955,10.8,4.4036,0.0416,0.7275,UNSTABLE
f56r,2446,5,6.0807,8.998,3.5571,0.0416,0.6055,UNSTABLE
f56r,2447,4,11.0381,23.2232,5.0575,0.0416,0.4852,UNSTABLE
f56r,2449,4,12.6295,25.0096,4.7602,0.0416,0.703,UNSTABLE
f56r,2450,7,6.963,16.4749,5.6877,0.0416,0.6536,UNSTABLE
f56r,2451,5,7.3388,12.0,3.9306,0.0416,0.7669,UNSTABLE
f56r,2452,4,10.3793,25.7241,5.9577,0.0416,0.4421,UNSTABLE
f56r,2453,3,10.9027,12.9116,2.8468,0.0416,0.7066,UNSTABLE
f56r,2454,3,12.1054,19.4325,3.8588,0.0416,0.5738,UNSTABLE
f56r,2455,3,8.551,12.0,3.3734,0.0416,0.6276,UNSTABLE
f56r,2456,5,11.0472,17.3365,3.7724,0.0416,0.5823,UNSTABLE
f56r,2457,5,9.467,21.5083,5.4613,0.0416,0.6641,UNSTABLE
f56r,2458,3,14.5622,28.7889,4.7523,0.0416,0.5035,UNSTABLE
f56r,2459,3,9.3501,14.3945,3.7007,0.0416,0.7897,UNSTABLE
f56v,2462,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f56v,2468,6,13.1287,23.1075,4.231,0.0416,0.7409,UNSTABLE
f56v,2469,6,15.6585,34.3304,5.2703,0.0416,0.6737,UNSTABLE
f56v,2470,6,10.885,22.5487,4.9796,0.0416,0.6896,UNSTABLE
f56v,2471,5,7.1417,8.998,3.0287,0.0416,0.8762,UNSTABLE
f56v,2472,4,8.9073,15.12,4.0805,0.0416,0.5535,UNSTABLE
f56v,2473,3,9.0741,14.3945,3.8133,0.0416,0.5782,UNSTABLE
f56v,2475,5,9.9196,13.2,3.1988,0.0416,0.8509,UNSTABLE
f56v,2476,5,9.709,18.491,4.5782,0.0416,0.715,UNSTABLE
f56v,2477,4,9.696,10.7531,2.6659,0.0416,0.741,UNSTABLE
f56v,2478,5,9.1559,19.0702,5.0068,0.0416,0.4881,UNSTABLE
f56v,2479,5,7.6231,9.6,3.0272,0.0416,0.6764,UNSTABLE
f56v,2480,4,10.5134,15.12,3.4571,0.0416,0.8172,UNSTABLE
f56v,2481,5,6.8782,14.3968,5.0315,0.0416,0.6867,UNSTABLE
f56v,2482,5,7.8631,10.8,3.3017,0.0416,0.6368,UNSTABLE
f56v,2483,5,6.2913,7.2,2.751,0.0416,0.9243,UNSTABLE
f56v,2484,4,9.5659,14.2912,3.5913,0.0416,0.8016,UNSTABLE
f57r,2487,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f57r,2492,9,9.2974,15.6,4.0334,0.0416,0.5576,UNSTABLE
f57r,2493,10,8.2025,15.6546,4.5878,0.0416,0.5144,UNSTABLE
f57r,2494,8,13.7772,20.5877,3.5921,0.0416,0.6015,UNSTABLE
f57r,2495,8,15.6591,41.2294,6.3292,0.0416,0.4279,UNSTABLE
f57r,2496,3,15.8624,23.76,3.6007,0.0416,0.8006,UNSTABLE
f57r,2498,9,10.0907,18.8987,4.5021,0.0416,0.5204,UNSTABLE
f57r,2499,7,13.3228,26.6328,4.8054,0.0416,0.7001,UNSTABLE
f57r,2500,7,10.4446,30.1838,6.9469,0.0416,0.6076,UNSTABLE
f57r,2501,8,10.7074,39.5859,8.8872,0.0416,0.5623,UNSTABLE
f57r,2502,6,13.636,30.2105,5.3257,0.0416,0.4708,UNSTABLE
f57r,2503,3,11.5016,17.9931,3.7606,0.0416,0.5835,UNSTABLE
f57v,2506,7,6.2194,7.6272,2.948,0.0416,0.4893,UNSTABLE
f57v,2518,1,16.8,16.8,2.4038,0.0416,0.8,UNSTABLE
f57v,2519,47,5.1369,17.8685,8.3617,0.0416,0.5725,UNSTABLE
f57v,2521,68,2.6265,10.8,9.8846,0.0416,0.3459,UNSTABLE
f57v,2522,31,5.0753,19.314,9.1479,0.0416,0.5577,UNSTABLE
f57v,2523,34,3.8373,11.0222,6.9047,0.0416,0.4089,UNSTABLE
f57v,2524,1,14.4,14.4,2.4038,0.0416,0.6,UNSTABLE
f57v,2525,1,12.0,12.0,2.4038,0.0416,0.6,UNSTABLE
f57v,2526,1,9.6,9.6,2.4038,0.0416,0.8,UNSTABLE
f57v,2527,1,9.6,9.6,2.4038,0.0416,0.6,UNSTABLE
f57v,2528,1,13.2,13.2,2.4038,0.0416,0.8,UNSTABLE
f57v,2529,1,9.6,9.6,2.4038,0.0416,1.0,STABLE (PASS)
f57v,2530,1,12.96,12.96,2.4038,0.0416,0.6,UNSTABLE
f57v,2531,1,14.4,14.4,2.4038,0.0416,0.8,UNSTABLE
f58r,2535,8,6.1477,7.1974,2.8143,0.0416,0.5125,UNSTABLE
f58r,2544,7,11.4214,15.6,3.2833,0.0416,0.8393,UNSTABLE
f58r,2545,9,7.028,12.2491,4.1897,0.0416,0.5443,UNSTABLE
f58r,2546,8,7.7856,11.4879,3.547,0.0416,0.6066,UNSTABLE
f58r,2547,8,9.9109,17.9734,4.3593,0.0416,0.7309,UNSTABLE
f58r,2548,11,6.4927,12.7093,4.7055,0.0416,0.7065,UNSTABLE
f58r,2549,8,8.0197,12.3336,3.6969,0.0416,0.5901,UNSTABLE
f58r,2550,10,7.4249,14.3843,4.657,0.0416,0.7097,UNSTABLE
f58r,2551,8,9.804,17.5329,4.2989,0.0416,0.5355,UNSTABLE
f58r,2552,9,7.0486,12.5991,4.2968,0.0416,0.7357,UNSTABLE
f58r,2553,11,7.8385,16.9944,5.2117,0.0416,0.6767,UNSTABLE
f58r,2554,7,14.3141,31.9593,5.3671,0.0416,0.6687,UNSTABLE
f58r,2555,8,10.5366,18.7938,4.2876,0.0416,0.5364,UNSTABLE
f58r,2556,10,6.9915,11.2474,3.8671,0.0416,0.573,UNSTABLE
f58r,2557,9,9.4888,17.7124,4.4872,0.0416,0.7214,UNSTABLE
f58r,2558,10,8.6705,19.5213,5.4122,0.0416,0.6665,UNSTABLE
f58r,2561,9,10.5076,25.9172,5.9291,0.0416,0.6433,UNSTABLE
f58r,2562,10,8.6704,15.3183,4.2469,0.0416,0.7396,UNSTABLE
f58r,2563,10,7.0759,12.8542,4.3669,0.0416,0.7303,UNSTABLE
f58r,2564,10,10.9583,22.6553,4.9697,0.0416,0.6902,UNSTABLE
f58r,2565,9,9.0917,13.5335,3.5783,0.0416,0.8031,UNSTABLE
f58r,2566,10,7.718,22.6553,7.0562,0.0416,0.6044,UNSTABLE
f58r,2567,10,8.9788,19.4188,5.1989,0.0416,0.4774,UNSTABLE
f58r,2568,9,10.4717,28.5331,6.55,0.0416,0.6202,UNSTABLE
f58r,2569,8,8.9469,14.7055,3.951,0.0416,0.765,UNSTABLE
f58r,2570,6,10.2389,18.0912,4.2473,0.0416,0.5396,UNSTABLE
f58r,2574,7,9.0931,13.2254,3.4963,0.0416,0.6125,UNSTABLE
f58r,2575,8,10.1446,20.882,4.9482,0.0416,0.6915,UNSTABLE
f58r,2576,8,10.2436,17.4401,4.0926,0.0416,0.5524,UNSTABLE
f58r,2577,9,9.7966,22.897,5.6184,0.0416,0.4567,UNSTABLE
f58r,2578,10,8.6544,21.9164,6.0875,0.0416,0.6369,UNSTABLE
f58r,2579,8,11.6894,21.1433,4.348,0.0416,0.7317,UNSTABLE
f58r,2580,8,11.4101,18.0935,3.8119,0.0416,0.7784,UNSTABLE
f58r,2581,8,11.9139,20.5877,4.1539,0.0416,0.7472,UNSTABLE
f58r,2582,7,11.1635,19.3753,4.1721,0.0416,0.7457,UNSTABLE
f58r,2583,8,9.86,14.7055,3.5852,0.0416,0.8023,UNSTABLE
f58r,2584,7,10.0043,12.7837,3.0717,0.0416,0.8695,UNSTABLE
f58r,2585,6,12.9708,24.6698,4.572,0.0416,0.5155,UNSTABLE
f58r,2586,9,8.4272,15.7021,4.479,0.0416,0.722,UNSTABLE
f58r,2587,8,12.8471,26.4698,4.9528,0.0416,0.6912,UNSTABLE
f58r,2588,8,9.4644,14.4,3.6574,0.0416,0.7944,UNSTABLE
f58r,2589,5,14.914,49.9291,8.0476,0.0416,0.5792,UNSTABLE
f58v,2592,8,6.1477,7.1974,2.8143,0.0416,0.5125,UNSTABLE
f58v,2601,9,7.205,12.5987,4.2034,0.0416,0.5431,UNSTABLE
f58v,2602,12,7.7733,25.7635,7.9672,0.0416,0.581,UNSTABLE
f58v,2603,9,16.1262,50.1849,7.4808,0.0416,0.5928,UNSTABLE
f58v,2604,9,13.3711,22.6776,4.077,0.0416,0.7538,UNSTABLE
f58v,2605,9,13.1911,22.6776,4.1326,0.0416,0.749,UNSTABLE
f58v,2606,12,6.7332,13.7799,4.9196,0.0416,0.6932,UNSTABLE
f58v,2607,10,8.7272,22.3607,6.1591,0.0416,0.6342,UNSTABLE
f58v,2608,10,7.1329,18.7855,6.3308,0.0416,0.6278,UNSTABLE
f58v,2609,8,14.5847,28.1907,4.6464,0.0416,0.7104,UNSTABLE
f58v,2610,10,11.7891,22.6553,4.6195,0.0416,0.7122,UNSTABLE
f58v,2611,9,8.5885,17.7124,4.9575,0.0416,0.6909,UNSTABLE
f58v,2613,10,8.5003,15.6546,4.4271,0.0416,0.7258,UNSTABLE
f58v,2614,9,8.7428,17.4467,4.797,0.0416,0.5007,UNSTABLE
f58v,2615,11,7.4144,15.2645,4.9489,0.0416,0.6914,UNSTABLE
f58v,2616,11,8.0134,17.28,5.1836,0.0416,0.6782,UNSTABLE
f58v,2617,8,11.9946,15.8575,3.178,0.0416,0.8538,UNSTABLE
f58v,2618,10,10.1892,28.1783,6.6478,0.0416,0.617,UNSTABLE
f58v,2619,10,8.9031,18.7855,5.0721,0.0416,0.6844,UNSTABLE
f58v,2620,9,10.5381,15.7489,3.5925,0.0416,0.8015,UNSTABLE
f58v,2621,10,7.8132,18.7855,5.7796,0.0416,0.6495,UNSTABLE
f58v,2622,9,8.7169,15.8517,4.3714,0.0416,0.7299,UNSTABLE
f58v,2623,3,12.1674,19.7924,3.9103,0.0416,0.5689,UNSTABLE
f58v,2625,8,11.7066,20.0831,4.1239,0.0416,0.7497,UNSTABLE
f58v,2626,9,13.9426,32.3966,5.5855,0.0416,0.6582,UNSTABLE
f58v,2627,8,16.7679,37.2972,5.3469,0.0416,0.6697,UNSTABLE
f58v,2628,10,10.9025,21.2738,4.6906,0.0416,0.7075,UNSTABLE
f58v,2629,10,10.9532,33.1148,7.2675,0.0416,0.5985,UNSTABLE
f58v,2630,7,12.7058,19.3753,3.6657,0.0416,0.5935,UNSTABLE
f58v,2632,8,10.45,16.3394,3.7586,0.0416,0.5837,UNSTABLE
f58v,2633,9,11.1463,19.0221,4.1024,0.0416,0.7516,UNSTABLE
f58v,2634,10,9.3309,19.4188,5.0027,0.0416,0.6883,UNSTABLE
f58v,2635,9,8.8016,15.7489,4.3013,0.0416,0.7353,UNSTABLE
f58v,2636,3,15.1643,21.6,3.424,0.0416,0.6212,UNSTABLE
f58v,2639,8,12.3851,23.5288,4.5667,0.0416,0.7158,UNSTABLE
f58v,2640,10,9.1927,22.3607,5.8472,0.0416,0.6467,UNSTABLE
f58v,2641,7,16.8123,35.5214,5.0789,0.0416,0.684,UNSTABLE
f58v,2642,9,7.8016,10.2679,3.1638,0.0416,0.8559,UNSTABLE
f58v,2643,9,10.3077,16.1983,3.7776,0.0416,0.7818,UNSTABLE
f58v,2644,6,11.9831,15.8448,3.1785,0.0416,0.8538,UNSTABLE
f65r,2649,7,6.2194,7.6272,2.948,0.0416,0.4893,UNSTABLE
f65r,2655,2,8.943,10.8,2.903,0.0416,0.6968,UNSTABLE
f65v,2658,7,6.2194,7.6272,2.948,0.0416,0.4893,UNSTABLE
f65v,2667,7,9.3251,12.9169,3.3297,0.0416,0.6332,UNSTABLE
f65v,2668,7,13.8473,25.5674,4.4384,0.0416,0.725,UNSTABLE
f65v,2669,5,10.903,19.7956,4.3644,0.0416,0.5305,UNSTABLE
f65v,2671,6,14.2813,31.995,5.3854,0.0416,0.6678,UNSTABLE
f65v,2672,6,17.1015,39.2737,5.5204,0.0416,0.6613,UNSTABLE
f65v,2673,5,10.9614,19.6895,4.3179,0.0416,0.534,UNSTABLE
f66r,2676,9,6.039,7.1992,2.8657,0.0416,0.5033,UNSTABLE
f66r,2698,1,4.8,4.8,2.4038,0.0416,0.6,UNSTABLE
f66r,2699,1,9.6,9.6,2.4038,0.0416,0.8,UNSTABLE
f66r,2700,1,15.12,15.12,2.4038,0.0416,0.6,UNSTABLE
f66r,2701,1,4.8,4.8,2.4038,0.0416,0.6,UNSTABLE
f66r,2702,1,6.0,6.0,2.4038,0.0416,0.8,UNSTABLE
f66r,2703,1,4.8,4.8,2.4038,0.0416,0.6,UNSTABLE
f66r,2704,1,4.8,4.8,2.4038,0.0416,0.6,UNSTABLE
f66r,2705,1,4.8,4.8,2.4038,0.0416,0.6,UNSTABLE
f66r,2706,1,12.96,12.96,2.4038,0.0416,0.6,UNSTABLE
f66r,2707,1,6.0,6.0,2.4038,0.0416,0.8,UNSTABLE
f66r,2708,1,4.8,4.8,2.4038,0.0416,0.6,UNSTABLE
f66r,2709,1,3.0,3.0,2.4038,0.0416,1.0,STABLE (PASS)
f66r,2710,1,10.8,10.8,2.4038,0.0416,1.0,STABLE (PASS)
f66r,2711,1,10.8,10.8,2.4038,0.0416,0.6,UNSTABLE
f66r,2712,1,6.0,6.0,2.4038,0.0416,0.8,UNSTABLE
f66r,2714,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2715,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2716,1,1.2,1.2,2.4038,0.0416,0.8,UNSTABLE
f66r,2717,1,2.4,2.4,2.4038,0.0416,0.6,UNSTABLE
f66r,2718,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2719,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2720,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2721,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2722,1,6.0,6.0,2.4038,0.0416,0.6,UNSTABLE
f66r,2723,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2724,1,3.6,3.6,2.4038,0.0416,0.8,UNSTABLE
f66r,2725,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2726,1,2.4,2.4,2.4038,0.0416,0.6,UNSTABLE
f66r,2727,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2728,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2729,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2730,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2731,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2732,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2733,1,1.2,1.2,2.4038,0.0416,0.8,UNSTABLE
f66r,2734,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2735,4,4.8004,6.1447,3.077,0.0416,0.4687,UNSTABLE
f66r,2736,2,10.7145,10.8,2.423,0.0416,0.5952,UNSTABLE
f66r,2737,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2738,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2739,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2740,1,6.0,6.0,2.4038,0.0416,0.6,UNSTABLE
f66r,2741,1,1.2,1.2,2.4038,0.0416,0.8,UNSTABLE
f66r,2742,1,1.2,1.2,2.4038,0.0416,0.8,UNSTABLE
f66r,2743,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2744,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2745,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2746,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2747,1,1.2,1.2,2.4038,0.0416,0.6,UNSTABLE
f66r,2749,9,8.9692,15.502,4.1547,0.0416,0.5472,UNSTABLE
f66r,2750,9,14.3101,23.3117,3.916,0.0416,0.7683,UNSTABLE
f66r,2751,9,10.5758,25.3628,5.7649,0.0416,0.6502,UNSTABLE
f66r,2752,9,12.0855,35.4331,7.0477,0.0416,0.4046,UNSTABLE
f66r,2753,8,16.0655,25.0584,3.7494,0.0416,0.7847,UNSTABLE
f66r,2754,8,11.554,19.4331,4.0431,0.0416,0.7567,UNSTABLE
f66r,2755,3,15.4075,21.5917,3.3687,0.0416,0.8282,UNSTABLE
f66r,2757,8,14.597,22.2005,3.656,0.0416,0.7945,UNSTABLE
f66r,2758,10,8.7553,13.5492,3.7201,0.0416,0.7877,UNSTABLE
f66r,2759,7,14.1751,23.0817,3.9143,0.0416,0.5685,UNSTABLE
f66r,2760,7,17.7271,39.9045,5.4112,0.0416,0.6665,UNSTABLE
f66r,2761,10,8.293,17.8714,5.1803,0.0416,0.6784,UNSTABLE
f66r,2762,7,8.9597,20.4639,5.4904,0.0416,0.6627,UNSTABLE
f66r,2764,9,9.0832,19.7979,5.2395,0.0416,0.6753,UNSTABLE
f66r,2765,9,9.1949,18.4547,4.8246,0.0416,0.4989,UNSTABLE
f66r,2766,10,7.6561,12.5863,3.9518,0.0416,0.765,UNSTABLE
f66r,2767,4,18.8949,51.4482,6.5453,0.0416,0.6204,UNSTABLE
f66r,2769,9,10.6006,22.6776,5.1425,0.0416,0.6805,UNSTABLE
f66r,2770,9,7.3839,13.1203,4.2714,0.0416,0.7377,UNSTABLE
f66r,2771,9,9.9686,17.9689,4.333,0.0416,0.7329,UNSTABLE
f66r,2773,11,7.1576,14.2668,4.7915,0.0416,0.701,UNSTABLE
f66r,2774,10,8.0527,18.9689,5.6625,0.0416,0.6547,UNSTABLE
f66r,2775,8,8.9398,14.0955,3.7902,0.0416,0.5805,UNSTABLE
f66r,2776,8,11.7621,29.4109,6.0108,0.0416,0.44,UNSTABLE
f66r,2777,8,10.0762,28.6902,6.8445,0.0416,0.6107,UNSTABLE
f66r,2778,9,9.4055,22.7484,5.814,0.0416,0.4481,UNSTABLE
f66r,2779,9,12.2966,23.3117,4.5572,0.0416,0.7165,UNSTABLE
f66r,2780,10,9.0322,15.6546,4.1663,0.0416,0.7462,UNSTABLE
f66r,2781,9,5.746,9.8402,4.1167,0.0416,0.5504,UNSTABLE
